,headline,clicks,impressions,click_rate,processed_headline_nostpw,processed_headline_stpw,headline_tokens,entities
5351,better listen captain kirk gives advice good,76.0,2736.0,36.0,better listen captain kirk gives advice good,better listen captain kirk gives advice good ,better listen captain kirk gives advice good,[kirk]
5352,show nothing actually meant something soldiers iraq,47.0,2650.0,56.38297872340426,show nothing actually meant something soldiers iraq,show nothing actually meant something soldiers iraq ,show nothing actually meant something soldiers iraq,"[nothing, something]"
5353,fictional captain gave actor advice a real sergeant gave best gratitude could get,61.0,2782.0,45.60655737704918,fictional captain gave actor advice real sergeant gave best gratitude could get,fictional captain gave actor advice a real sergeant gave best gratitude could get ,fictional captain gave actor advice a real sergeant gave best gratitude could get,"[captain, sergeant]"
5354,escaped bullets warzones safety fear different ,32.0,2713.0,84.78125,escaped bullets warzones safety fear different,escaped bullets warzones safety fear different ,escaped bullets warzones safety fear different ,[safety]
5355,religious advisor berates girl minutes feel one god makes sense right ,109.0,2610.0,23.94495412844037,religious advisor berates girl minutes feel one god makes sense right,religious advisor berates girl minutes feel one god makes sense right ,religious advisor berates girl minutes feel one god makes sense right ,"[minutes, god]"
5356,religious advisor berates lady minutes feel one god makes sense right ,117.0,2559.0,21.871794871794872,religious advisor berates lady minutes feel one god makes sense right,religious advisor berates lady minutes feel one god makes sense right ,religious advisor berates lady minutes feel one god makes sense right ,"[minutes, god]"
5357,religious guy berates lady minutes feel one god make sense ,131.0,2982.0,22.763358778625953,religious guy berates lady minutes feel one god make sense,religious guy berates lady minutes feel one god make sense ,religious guy berates lady minutes feel one god make sense ,"[guy, minutes, god]"
5358,religious advisor berates woman minutes feel one god make sense ,110.0,2772.0,25.2,religious advisor berates woman minutes feel one god make sense,religious advisor berates woman minutes feel one god make sense ,religious advisor berates woman minutes feel one god make sense ,"[berates, minutes, god]"
5359, missing people arizona one seems give shit,82.25,2771.5,33.69604863221885,missing people arizona one seems give shit, missing people arizona one seems give shit , missing people arizona one seems give shit,[arizona]
5360,people simply see human beings are ,46.0,2624.0,57.04347826086956,people simply see human beings,people simply see human beings are ,people simply see human beings are ,"[people, beings]"
5361,people trouble seeing people human beings are ,46.0,2726.0,59.26086956521739,people trouble seeing people human beings,people trouble seeing people human beings are ,people trouble seeing people human beings are ,[beings]
5362,human beings people trouble seeing that ,69.0,3010.0,43.6231884057971,human beings people trouble seeing,human beings people trouble seeing that ,human beings people trouble seeing that ,[trouble]
5363,want girls hear disney princess sing men,178.0,3557.0,19.98314606741573,want girls hear disney princess sing men,want girls hear disney princess sing men ,want girls hear disney princess sing men,[girls]
5364,watch disney princess sing men,175.0,3864.0,22.08,watch disney princess sing men,watch disney princess sing men ,watch disney princess sing men,[princess]
5365,story tell listen ,26.0,3606.0,138.69230769230768,story tell listen,story tell listen ,story tell listen ,[story]
5366,escaped bullets warzones go here ,20.0,3854.0,192.7,escaped bullets warzones go,escaped bullets warzones go here ,escaped bullets warzones go here ,[warzones]
5367,'missundaztood' pop star makes perfect sense gays straights,66.8,2217.4,33.19461077844311,'missundaztood' pop star makes perfect sense gays straights,'missundaztood' pop star makes perfect sense gays straights ,'missundaztood' pop star makes perfect sense gays straights,[star]
5368,step away form comfort hear real stories escaping death,44.0,3611.0,82.06818181818181,step away form comfort hear real stories escaping death,step away form comfort hear real stories escaping death ,step away form comfort hear real stories escaping death,[comfort]
5369,here s progress report well america s martin luther king jr s dream,33.0,2429.0,73.60606060606061,progress report well america martin luther king jr dream,here s progress report well america s martin luther king jr s dream ,here s progress report well america s martin luther king jr s dream,[report]
5370, demands march washington still haven t met,59.0,2864.0,48.54237288135593,demands march washington still met, demands march washington still haven t met , demands march washington still haven t met,"[washington, t]"
5371,fifty years i dream dreams met haven t ,24.0,2821.0,117.54166666666667,fifty years dream dreams met,fifty years i dream dreams met haven t ,fifty years i dream dreams met haven t ,"[i, dreams]"
5372,march washington wasn t 'i dream ' also 'we demands ',36.0,2794.0,77.61111111111111,march washington 'i dream ' also 'we demands ',march washington wasn t 'i dream ' also 'we demands ' ,march washington wasn t 'i dream ' also 'we demands ',[we]
5373,shows much light produce plastic bottle yeah believe,108.5,2721.25,25.080645161290324,shows much light produce plastic bottle yeah believe,shows much light produce plastic bottle yeah believe ,shows much light produce plastic bottle yeah believe,"[light, yeah]"
5374,worst place work i've ever seen possibly best can't remember which ,76.0,2156.0,28.36842105263158,worst place work i've ever seen possibly best can't remember,worst place work i've ever seen possibly best can't remember which ,worst place work i've ever seen possibly best can't remember which ,"[work, i]"
5375,worst place work i've ever seen possibly best can't decide which ,87.0,2228.0,25.60919540229885,worst place work i've ever seen possibly best can't decide,worst place work i've ever seen possibly best can't decide which ,worst place work i've ever seen possibly best can't decide which ,"[work, i]"
5376,possibly worst place work i've ever seen possibly best can't remember which ,87.0,2178.0,25.03448275862069,possibly worst place work i've ever seen possibly best can't remember,possibly worst place work i've ever seen possibly best can't remember which ,possibly worst place work i've ever seen possibly best can't remember which ,"[work, i]"
5377,watch one company went worst place work best minutes,98.0,2176.0,22.20408163265306,watch one company went worst place work best minutes,watch one company went worst place work best minutes ,watch one company went worst place work best minutes,[company]
5378,film industry screwed up owe everything woman completely forgot ,140.0,2748.0,19.62857142857143,film industry screwed owe everything woman completely forgot,film industry screwed up owe everything woman completely forgot ,film industry screwed up owe everything woman completely forgot ,"[industry, woman]"
5379,world film magnate historic figure maker movies forgotten ,123.0,2606.0,21.1869918699187,world film magnate historic figure maker movies forgotten,world film magnate historic figure maker movies forgotten ,world film magnate historic figure maker movies forgotten ,[movies]
5380,forgotten history maker made films steven spielberg x seriously ,119.0,2703.0,22.714285714285715,forgotten history maker made films steven spielberg x seriously,forgotten history maker made films steven spielberg x seriously ,forgotten history maker made films steven spielberg x seriously ,[maker]
5381,think men profited pioneer forgotten i'm surprised,148.0,2619.0,17.695945945945947,think men profited pioneer forgotten i'm surprised,think men profited pioneer forgotten i'm surprised ,think men profited pioneer forgotten i'm surprised,"[men, pioneer, i]"
5382,never heard woman basically important person movie history,140.0,2268.0,16.2,never heard woman basically important person movie history,never heard woman basically important person movie history ,never heard woman basically important person movie history,[]
5383,never heard woman probably important person movie history,176.0,2615.0,14.857954545454545,never heard woman probably important person movie history,never heard woman probably important person movie history ,never heard woman probably important person movie history,[]
5384,never heard woman pretty much important person movie history,197.0,2701.0,13.710659898477157,never heard woman pretty much important person movie history,never heard woman pretty much important person movie history ,never heard woman pretty much important person movie history,[]
5385,possibly worst place work i've ever seen may best can't choose which ,156.5,2799.0,17.884984025559106,possibly worst place work i've ever seen may best can't choose,possibly worst place work i've ever seen may best can't choose which ,possibly worst place work i've ever seen may best can't choose which ,[i]
5386,job d sounds sort cool learn really means,49.0,2977.0,60.755102040816325,job sounds sort cool learn really means,job d sounds sort cool learn really means ,job d sounds sort cool learn really means,"[d, learn]"
5387,dangerous dirty degrading words associate children,68.0,2803.0,41.220588235294116,dangerous dirty degrading words associate children,dangerous dirty degrading words associate children ,dangerous dirty degrading words associate children,[]
5388,i'd love live world words dangerous dirty degrading relate kids,31.0,2622.0,84.58064516129032,i'd love live world words dangerous dirty degrading relate kids,i'd love live world words dangerous dirty degrading relate kids ,i'd love live world words dangerous dirty degrading relate kids,[i]
5389,read powerful words soldier used tell world truly,117.25,2827.5,24.115138592750533,read powerful words soldier used tell world truly,read powerful words soldier used tell world truly ,read powerful words soldier used tell world truly,[]
5390,kids end awful things mean ignore,79.0,2878.0,36.43037974683544,kids end awful things mean ignore,kids end awful things mean ignore ,kids end awful things mean ignore,[kids]
5391,married years oregon cancelled vows yea they're fighting back ,95.0,2741.0,28.852631578947367,married years oregon cancelled vows yea they're fighting back,married years oregon cancelled vows yea they're fighting back ,married years oregon cancelled vows yea they're fighting back ,"[oregon, they]"
5392,loved enough get married changes happened later cancel that ,89.0,2645.0,29.719101123595507,loved enough get married changes happened later cancel,loved enough get married changes happened later cancel that ,loved enough get married changes happened later cancel that ,[changes]
5393,can't deny love apparently oregon ignored totally legitimate marriage license ,57.0,2574.0,45.1578947368421,can't deny love apparently oregon ignored totally legitimate marriage license,can't deny love apparently oregon ignored totally legitimate marriage license ,can't deny love apparently oregon ignored totally legitimate marriage license ,[]
5394,pronounced husband wife became wife wife oregon cancelled that ,85.0,3052.0,35.90588235294118,pronounced husband wife became wife wife oregon cancelled,pronounced husband wife became wife wife oregon cancelled that ,pronounced husband wife became wife wife oregon cancelled that ,[wife]
5395,shows much light produce plastic bottle yeah believe either,110.0,2936.0,26.69090909090909,shows much light produce plastic bottle yeah believe either,shows much light produce plastic bottle yeah believe either ,shows much light produce plastic bottle yeah believe either,"[light, yeah]"
5396,what jaw dropped much light produce plastic bottle ,82.0,2724.0,33.21951219512195,jaw dropped much light produce plastic bottle,what jaw dropped much light produce plastic bottle ,what jaw dropped much light produce plastic bottle ,[jaw]
5397,shows much light produce electricity yeah believe either,89.0,2702.0,30.359550561797754,shows much light produce electricity yeah believe either,shows much light produce electricity yeah believe either ,shows much light produce electricity yeah believe either,[yeah]
5398,much light produce electricity yeah believe either,70.0,2693.0,38.47142857142857,much light produce electricity yeah believe either,much light produce electricity yeah believe either ,much light produce electricity yeah believe either,"[light, yeah]"
5399,married years oregon cancelled vows they're fighting back ,84.0,2638.0,31.404761904761905,married years oregon cancelled vows they're fighting back,married years oregon cancelled vows they're fighting back ,married years oregon cancelled vows they're fighting back ,"[oregon, they]"
5400,married years oregon cancelled vows they're fighting back right way ,86.0,2658.0,30.906976744186046,married years oregon cancelled vows they're fighting back right way,married years oregon cancelled vows they're fighting back right way ,married years oregon cancelled vows they're fighting back right way ,"[oregon, they]"
5401,married years state cancelled vows yea they're fighting back ,85.0,2838.0,33.38823529411765,married years state cancelled vows yea they're fighting back,married years state cancelled vows yea they're fighting back ,married years state cancelled vows yea they're fighting back ,"[state, they]"
5402,watch famous actor come closet pick fight russia time,142.33333333333334,3536.0,24.843091334894613,watch famous actor come closet pick fight russia time,watch famous actor come closet pick fight russia time ,watch famous actor come closet pick fight russia time,[actor]
5403,watch actor come closet pick fight russia time,90.5,2742.75,30.306629834254142,watch actor come closet pick fight russia time,watch actor come closet pick fight russia time ,watch actor come closet pick fight russia time,"[actor, pick]"
5404,yeah it s gonna another years civil rights ordered,38.0,2543.0,66.92105263157895,yeah gonna another years civil rights ordered,yeah it s gonna another years civil rights ordered ,yeah it s gonna another years civil rights ordered,"[it, rights]"
5405,can t yet celebrate one important marches history,54.0,2941.0,54.46296296296296,yet celebrate one important marches history,can t yet celebrate one important marches history ,can t yet celebrate one important marches history,[t]
5406,think race isn t issue anymore boy got infographic,132.0,2765.0,20.946969696969695,think race issue anymore boy got infographic,think race isn t issue anymore boy got infographic ,think race isn t issue anymore boy got infographic,"[issue, boy]"
5407,can t celebrate one important marches history ,54.0,2765.0,51.2037037037037,celebrate one important marches history,can t celebrate one important marches history ,can t celebrate one important marches history ,[t]
5408,incredible lesson love comes guy yes teenage guy ,104.0,2886.0,27.75,incredible lesson love comes guy yes teenage guy,incredible lesson love comes guy yes teenage guy ,incredible lesson love comes guy yes teenage guy ,[love]
5409,complex lesson love comes incredible guy yes teenage guy ,128.0,2949.0,23.0390625,complex lesson love comes incredible guy yes teenage guy,complex lesson love comes incredible guy yes teenage guy ,complex lesson love comes incredible guy yes teenage guy ,[love]
5410,incredible lesson love comes teenager yes teenager ,124.0,2763.0,22.282258064516128,incredible lesson love comes teenager yes teenager,incredible lesson love comes teenager yes teenager ,incredible lesson love comes teenager yes teenager ,[love]
5411,incredible role model who's teenager love yes teenage guy love ,90.0,2574.0,28.6,incredible role model who's teenager love yes teenage guy love,incredible role model who's teenager love yes teenage guy love ,incredible role model who's teenager love yes teenage guy love ,[who]
5412,unhealthy love public health told images,97.25,2761.5,28.395886889460154,unhealthy love public health told images,unhealthy love public health told images ,unhealthy love public health told images,[health]
5413,beach bumming couch surfing dudebro teach us food stamps,88.5,2710.0,30.62146892655367,beach bumming couch surfing dudebro teach us food stamps,beach bumming couch surfing dudebro teach us food stamps ,beach bumming couch surfing dudebro teach us food stamps,[dudebro]
5414,great talent might fit image rocker but well listen play ,48.75,2688.0,55.13846153846154,great talent might fit image rocker well listen play,great talent might fit image rocker but well listen play ,great talent might fit image rocker but well listen play ,[talent]
5415,watch mlk jr speech probably haven t heard,52.0,2649.0,50.94230769230769,watch mlk jr speech probably heard,watch mlk jr speech probably haven t heard ,watch mlk jr speech probably haven t heard,"[speech, t]"
5416,assassinated mlk jr really radical idea,60.0,2996.0,49.93333333333333,assassinated mlk jr really radical idea,assassinated mlk jr really radical idea ,assassinated mlk jr really radical idea,[]
5417,watch mlk jr describe unfinished business months assassinated,37.0,2595.0,70.13513513513513,watch mlk jr describe unfinished business months assassinated,watch mlk jr describe unfinished business months assassinated ,watch mlk jr describe unfinished business months assassinated,[jr]
5418,watch mlk jr throw serious history lesson,45.0,2568.0,57.06666666666667,watch mlk jr throw serious history lesson,watch mlk jr throw serious history lesson ,watch mlk jr throw serious history lesson,[jr]
5419,he s worked pizza hut years guess much makes ,143.0,2845.5,19.8986013986014,worked pizza hut years guess much makes,he s worked pizza hut years guess much makes ,he s worked pizza hut years guess much makes ,[he]
5420,interview fast food that ll make think twice free market,65.0,2573.0,39.58461538461538,interview fast food make think twice free market,interview fast food that ll make think twice free market ,interview fast food that ll make think twice free market,"[food, that]"
5421,he s worked burger king years guess much makes ,111.0,2607.0,23.486486486486488,worked burger king years guess much makes,he s worked burger king years guess much makes ,he s worked burger king years guess much makes ,"[he, years]"
5422, years burger king makes well ain't pretty,86.0,2749.0,31.96511627906977,years burger king makes well ain't pretty, years burger king makes well ain't pretty , years burger king makes well ain't pretty,[king]
5423,reason lives shelter make upset,72.66666666666667,2697.3333333333335,37.11926605504587,reason lives shelter make upset,reason lives shelter make upset ,reason lives shelter make upset,"[reason, shelter]"
5424,reason live shelter make upset,61.0,2570.0,42.131147540983605,reason live shelter make upset,reason live shelter make upset ,reason live shelter make upset,[shelter]
5425,sweet fiery pantalones rocker sauce looks deceiving,36.0,2732.0,75.88888888888889,sweet fiery pantalones rocker sauce looks deceiving,sweet fiery pantalones rocker sauce looks deceiving ,sweet fiery pantalones rocker sauce looks deceiving,[sauce]
5426,see guy do saying 'looks deceiving',85.0,2557.0,30.08235294117647,see guy saying 'looks deceiving',see guy do saying 'looks deceiving' ,see guy do saying 'looks deceiving',[guy]
5427,one celebrity wants know ice cream might save child's life one day,178.0,2713.0,15.241573033707866,one celebrity wants know ice cream might save child's life one day,one celebrity wants know ice cream might save child's life one day ,one celebrity wants know ice cream might save child's life one day,"[celebrity, cream]"
5428,ice cream kills kids least according hugh jackman,156.0,2719.0,17.42948717948718,ice cream kills kids least according hugh jackman,ice cream kills kids least according hugh jackman ,ice cream kills kids least according hugh jackman,[cream]
5429,hugh jackman debunks assumptions real life superhero ness,115.0,2504.0,21.77391304347826,hugh jackman debunks assumptions real life superhero ness,hugh jackman debunks assumptions real life superhero ness ,hugh jackman debunks assumptions real life superhero ness,[jackman]
5430,hugh jackman gives us history lesson wake up call,217.0,2990.0,13.778801843317972,hugh jackman gives us history lesson wake call,hugh jackman gives us history lesson wake up call ,hugh jackman gives us history lesson wake up call,[jackman]
5431,best proposal i've ever seen make congress actually jobs,76.5,2740.75,35.826797385620914,best proposal i've ever seen make congress actually jobs,best proposal i've ever seen make congress actually jobs ,best proposal i've ever seen make congress actually jobs,"[proposal, i, congress]"
5432,kids right movie title,40.0,1708.0,42.7,kids right movie title,kids right movie title ,kids right movie title,[]
5433,wait what kid say presents matter ,28.0,1458.0,52.07142857142857,wait kid say presents matter,wait what kid say presents matter ,wait what kid say presents matter ,"[kid, presents]"
5434,they're little they're carrying big sticks filled wisdom,30.0,1496.0,49.86666666666667,they're little they're carrying big sticks filled wisdom,they're little they're carrying big sticks filled wisdom ,they're little they're carrying big sticks filled wisdom,"[they, they]"
5435,sibling rivalry took back seat something incredible,47.0,1577.0,33.5531914893617,sibling rivalry took back seat something incredible,sibling rivalry took back seat something incredible ,sibling rivalry took back seat something incredible,[rivalry]
5436,holy cow kids sent heart fuzzy cardia,35.0,1655.0,47.285714285714285,holy cow kids sent heart fuzzy cardia,holy cow kids sent heart fuzzy cardia ,holy cow kids sent heart fuzzy cardia,[kids]
5437,mom love boys see way,40.0,1542.0,38.55,mom love boys see way,mom love boys see way ,mom love boys see way,[boys]
5438,here's movement definitely get behind starting house,23.0,1387.0,60.30434782608695,here's movement definitely get behind starting house,here's movement definitely get behind starting house ,here's movement definitely get behind starting house,[movement]
5439,meet nuns taking names fighting back,69.75,2678.5,38.401433691756274,meet nuns taking names fighting back,meet nuns taking names fighting back ,meet nuns taking names fighting back,[]
5440,hard believe woman end video woman beginning,223.4,3377.1,15.11683079677708,hard believe woman end video woman beginning,hard believe woman end video woman beginning ,hard believe woman end video woman beginning,"[hard, woman, woman]"
5441,thought happen them they're happen you ,106.0,2643.0,24.933962264150942,thought happen they're happen,thought happen them they're happen you ,thought happen them they're happen you ,"[thought, they]"
5442,best proposal i've ever seen make ridiculous congress actually jobs,86.66666666666667,3482.3333333333335,40.18076923076923,best proposal i've ever seen make ridiculous congress actually jobs,best proposal i've ever seen make ridiculous congress actually jobs ,best proposal i've ever seen make ridiculous congress actually jobs,"[proposal, i, congress]"
5443,thought happen them ,100.0,2675.0,26.75,thought happen,thought happen them ,thought happen them ,"[thought, them]"
5444,thought happen,112.0,2646.0,23.625,thought happen,thought happen ,thought happen,[]
5445,alicia keys group women get real kick stigma shins ,92.0,2874.0,31.23913043478261,alicia keys group women get real kick stigma shins,alicia keys group women get real kick stigma shins ,alicia keys group women get real kick stigma shins ,[women]
5446,people thank making world waaaay less deadly,44.125,2771.5,62.81019830028329,people thank making world waaaay less deadly,people thank making world waaaay less deadly ,people thank making world waaaay less deadly,"[people, world, waaaay]"
5447,rapper schools us thank o'clock feeling,50.0,2823.8,56.476000000000006,rapper schools us thank o'clock feeling,rapper schools us thank o'clock feeling ,rapper schools us thank o'clock feeling,[us]
5448,racial profiling please meet friend common sense two need talk ,47.8,2255.0,47.17573221757323,racial profiling please meet friend common sense two need talk,racial profiling please meet friend common sense two need talk ,racial profiling please meet friend common sense two need talk ,"[profiling, two]"
5449,get cents psa favorite celebrities,36.25,2717.0,74.95172413793104,get cents psa favorite celebrities,get cents psa favorite celebrities ,get cents psa favorite celebrities,[]
5450,simple lesson i ll never question importance medical research,43.0,2740.0,63.72093023255814,simple lesson never question importance medical research,simple lesson i ll never question importance medical research ,simple lesson i ll never question importance medical research,[i]
5451,show simple lesson anyone know questions dollars used medical research,24.0,2685.0,111.875,show simple lesson anyone know questions dollars used medical research,show simple lesson anyone know questions dollars used medical research ,show simple lesson anyone know questions dollars used medical research,"[anyone, dollars]"
5452,guy gets a illustrating really big idea simplest way possible ,57.0,2663.0,46.719298245614034,guy gets illustrating really big idea simplest way possible,guy gets a illustrating really big idea simplest way possible ,guy gets a illustrating really big idea simplest way possible ,[guy]
5453,know someone questions importance funding medical research show simple lesson ,37.0,2847.0,76.94594594594595,know someone questions importance funding medical research show simple lesson,know someone questions importance funding medical research show simple lesson ,know someone questions importance funding medical research show simple lesson ,[]
5454,late night comedian makes amusing point fairness men paying date night,150.5,2821.625,18.748338870431894,late night comedian makes amusing point fairness men paying date night,late night comedian makes amusing point fairness men paying date night ,late night comedian makes amusing point fairness men paying date night,"[comedian, men]"
5455,sent hell owe get back ,115.0,2821.0,24.530434782608694,sent hell owe get back,sent hell owe get back ,sent hell owe get back ,[owe]
5456,hilarious beautiful song crazy sh t women look good,141.875,2809.625,19.80352422907489,hilarious beautiful song crazy sh women look good,hilarious beautiful song crazy sh t women look good ,hilarious beautiful song crazy sh t women look good,[women]
5457,mom putting bullet proof vest kid ,62.333333333333336,2888.3333333333335,46.336898395721924,mom putting bullet proof vest kid,mom putting bullet proof vest kid ,mom putting bullet proof vest kid ,[]
5458,check moms responding fear child shot,51.0,2683.0,52.6078431372549,check moms responding fear child shot,check moms responding fear child shot ,check moms responding fear child shot,[]
5459,warning label never knew needed saw,122.0,2728.5,22.364754098360656,warning label never knew needed saw,warning label never knew needed saw ,warning label never knew needed saw,[label]
5460,good idea actually came decades ago forgot keep using,115.0,2708.0,23.547826086956523,good idea actually came decades ago forgot keep using,good idea actually came decades ago forgot keep using ,good idea actually came decades ago forgot keep using,"[idea, forgot]"
5461,way could like warn people they re is like bad ,84.0,2989.0,35.583333333333336,way could like warn people like bad,way could like warn people they re is like bad ,way could like warn people they re is like bad ,"[way, they]"
5462,put warnings cigarettes people stopped smoking put warnings climate change ,21.0,2660.0,126.66666666666667,put warnings cigarettes people stopped smoking put warnings climate change,put warnings cigarettes people stopped smoking put warnings climate change ,put warnings cigarettes people stopped smoking put warnings climate change ,[people]
5463, women given choices sex lives they d still alive,62.25,2710.0,43.53413654618474,women given choices sex lives still alive, women given choices sex lives they d still alive , women given choices sex lives they d still alive,"[women, they]"
5464,jerky lawyer couldn t use r e s p e c t teacher made r e g r e t it ,90.0,2728.0,30.31111111111111,jerky lawyer use r e p e c teacher made r e g r e,jerky lawyer couldn t use r e s p e c t teacher made r e g r e t it ,jerky lawyer couldn t use r e s p e c t teacher made r e g r e t it ,[]
5465,dinner party snotty lawyer gets beautiful breakdown teacher s worth,96.0,2514.0,26.1875,dinner party snotty lawyer gets beautiful breakdown teacher worth,dinner party snotty lawyer gets beautiful breakdown teacher s worth ,dinner party snotty lawyer gets beautiful breakdown teacher s worth,[lawyer]
5466,diana saw huge problem community something one else knew,67.0,2647.0,39.507462686567166,diana saw huge problem community something one else knew,diana saw huge problem community something one else knew ,diana saw huge problem community something one else knew,"[diana, one]"
5467,woman saw ginormous problem and well pretty much saved day,68.0,2552.0,37.529411764705884,woman saw ginormous problem well pretty much saved day,woman saw ginormous problem and well pretty much saved day ,woman saw ginormous problem and well pretty much saved day,[woman]
5468,every day take one thing granted guess is ,49.0,2797.0,57.08163265306123,every day take one thing granted guess,every day take one thing granted guess is ,every day take one thing granted guess is ,[]
5469,woman saw ginormous problem and well pretty much saving day,62.0,2645.0,42.66129032258065,woman saw ginormous problem well pretty much saving day,woman saw ginormous problem and well pretty much saving day ,woman saw ginormous problem and well pretty much saving day,[woman]
5470,women life choice keep babies even killed them ,61.0,4733.833333333333,77.60382513661202,women life choice keep babies even killed,women life choice keep babies even killed them ,women life choice keep babies even killed them ,"[choice, babies]"
5471,empty shelves meant women dying fix it ,59.5,2809.0,47.21008403361345,empty shelves meant women dying fix,empty shelves meant women dying fix it ,empty shelves meant women dying fix it ,"[shelves, women]"
5472,pm man's daughter sick pm dead killer cleaned up ,129.5,2758.75,21.3030888030888,pm man's daughter sick pm dead killer cleaned,pm man's daughter sick pm dead killer cleaned up ,pm man's daughter sick pm dead killer cleaned up ,[daughter]
5473,red line along bottom youtube videos here's beautiful way see it ,60.0,2653.0,44.21666666666667,red line along bottom youtube videos here's beautiful way see,red line along bottom youtube videos here's beautiful way see it ,red line along bottom youtube videos here's beautiful way see it ,[line]
5474,beautiful animation something anyone pulse save lives,54.0,2676.0,49.55555555555556,beautiful animation something anyone pulse save lives,beautiful animation something anyone pulse save lives ,beautiful animation something anyone pulse save lives,"[something, anyone]"
5475,working pulse congratulations here's reminder easy way save lives ,29.0,2860.0,98.62068965517241,working pulse congratulations here's reminder easy way save lives,working pulse congratulations here's reminder easy way save lives ,working pulse congratulations here's reminder easy way save lives ,[congratulations]
5476,watch beautiful animation something important every bloody person,69.0,2886.0,41.82608695652174,watch beautiful animation something important every bloody person,watch beautiful animation something important every bloody person ,watch beautiful animation something important every bloody person,[]
5477,rapper takes true facts employable know snappy minute ,88.0,3025.0,34.375,rapper takes true facts employable know snappy minute,rapper takes true facts employable know snappy minute ,rapper takes true facts employable know snappy minute ,[rapper]
5478,rhyme time unionized rapper becomes musical infographic ,36.0,2690.0,74.72222222222223,rhyme time unionized rapper becomes musical infographic,rhyme time unionized rapper becomes musical infographic ,rhyme time unionized rapper becomes musical infographic ,[rapper]
5479,canucks rap unionized musical infographic listen to ,44.0,2694.0,61.22727272727273,canucks rap unionized musical infographic listen,canucks rap unionized musical infographic listen to ,canucks rap unionized musical infographic listen to ,[infographic]
5480,remember incredible facts next time sleep saturday,121.125,2796.875,23.090815273477812,remember incredible facts next time sleep saturday,remember incredible facts next time sleep saturday ,remember incredible facts next time sleep saturday,[]
5481,saw this put phone didn t pick rest day,136.5,2770.0,20.293040293040292,saw put phone pick rest day,saw this put phone didn t pick rest day ,saw this put phone didn t pick rest day,[this]
5482, magical things happen invest money girls women,42.0,8150.0,194.04761904761904,magical things happen invest money girls women, magical things happen invest money girls women , magical things happen invest money girls women,[things]
5483,hope never take advantage law need know exists,77.66666666666667,2689.0,34.622317596566525,hope never take advantage law need know exists,hope never take advantage law need know exists ,hope never take advantage law need know exists,[hope]
5484,hope never take advantage law,74.0,2642.0,35.7027027027027,hope never take advantage law,hope never take advantage law ,hope never take advantage law,[hope]
5485,meanwhile peaceful little kingdom denmark citizens happy healthy time,71.0,2833.5,39.90845070422535,meanwhile peaceful little kingdom denmark citizens happy healthy time,meanwhile peaceful little kingdom denmark citizens happy healthy time ,meanwhile peaceful little kingdom denmark citizens happy healthy time,[citizens]
5486,last words ever heard someone 'i love you' ,34.0,1899.0,55.85294117647059,last words ever heard someone 'i love you',last words ever heard someone 'i love you' ,last words ever heard someone 'i love you' ,"[words, i]"
5487,man got hear words sons died ,68.0,2053.0,30.191176470588236,man got hear words sons died,man got hear words sons died ,man got hear words sons died ,"[man, sons]"
5488,two incredible reasons tell people 'i love you' whenever get chance,59.0,1754.0,29.728813559322035,two incredible reasons tell people 'i love you' whenever get chance,two incredible reasons tell people 'i love you' whenever get chance ,two incredible reasons tell people 'i love you' whenever get chance,"[reasons, i]"
5489,many stories touch hearts one them ,39.0,1912.0,49.02564102564103,many stories touch hearts one,many stories touch hearts one them ,many stories touch hearts one them ,[stories]
5490,badge number means dad,20.0,1833.0,91.65,badge number means dad,badge number means dad ,badge number means dad,[number]
5491, words sons dad remembrance,26.0,1856.0,71.38461538461539,words sons dad remembrance, words sons dad remembrance , words sons dad remembrance,[words]
5492,kind warning label never knew needed saw,107.0,2865.0,26.77570093457944,kind warning label never knew needed saw,kind warning label never knew needed saw ,kind warning label never knew needed saw,[label]
5493,warning label know needed saw,111.0,2863.0,25.792792792792792,warning label know needed saw,warning label know needed saw ,warning label know needed saw,"[label, know]"
5494,warning labels never knew needed saw,84.0,2911.0,34.654761904761905,warning labels never knew needed saw,warning labels never knew needed saw ,warning labels never knew needed saw,[labels]
5495,science lying fundamental truths,75.0,2634.0,35.12,science lying fundamental truths,science lying fundamental truths ,science lying fundamental truths,[]
5496,old science lying fundamental truths,78.0,2806.0,35.97435897435897,old science lying fundamental truths,old science lying fundamental truths ,old science lying fundamental truths,[]
5497,science lying us fundamental truths,91.0,2950.0,32.417582417582416,science lying us fundamental truths,science lying us fundamental truths ,science lying us fundamental truths,[]
5498,science misleading fundamental truths,91.6,6328.0,69.08296943231441,science misleading fundamental truths,science misleading fundamental truths ,science misleading fundamental truths,[science]
5499,young folks figured cut energy companies lives amused ,148.25,2857.5,19.27487352445194,young folks figured cut energy companies lives amused,young folks figured cut energy companies lives amused ,young folks figured cut energy companies lives amused ,"[folks, companies]"
5500,college kids figured cut energy companies lives amused ,102.0,2658.0,26.058823529411764,college kids figured cut energy companies lives amused,college kids figured cut energy companies lives amused ,college kids figured cut energy companies lives amused ,"[kids, companies]"
5501,energy company plotting revenge punk kids took away toys,70.0,2837.0,40.52857142857143,energy company plotting revenge punk kids took away toys,energy company plotting revenge punk kids took away toys ,energy company plotting revenge punk kids took away toys,[company]
