,headline
12121,to the middle school kid whose life is misery here s a special message to you from a giant nerd 
12122,to the middle school kid whose life is misery here s a special message to you from a giant nerd 
12123,it s truly shocking that these words were coming out of your television last year 
12124,they calling it reweaving but the plan is basically just to let kids be incredible 
12125,why s this kid throwing coins the reason won t blow your mind but it will blow up something else 
12126,they grew their own food for years now they can t because their city thinks vegetables are ugly 
12127,they grew their own food for years now they can t because their city thinks vegetables are ugly 
12128,they grew their own food for years now they can t because their city thinks vegetables are ugly 
12129,they grew their own food for years now they can t because their city thinks vegetables are ugly 
12130,her husband s abuse once kept her behind closed doors now she s speaking out loud and clear 
12131,her husband s abuse once kept her behind closed doors now she s speaking out loud and clear 
12132,her husband s abuse once kept her behind closed doors now she s speaking out loud and clear 
12133,her husband s abuse once kept her behind closed doors now she s speaking out loud and clear 
12134,her husband s abuse once kept her behind closed doors now she s speaking out loud and clear 
12135,some women got tired of the world ignoring their problems so they fixed it themselves 
12136,a hilarious note about orangutans that might just hit too close to home 
12137,what do you get when you mix orangutans with internet commenters 
12138,why s this kid throwing coins the reason won t blow your mind but it will blow up something else 
12139,why s this kid throwing coins the reason won t blow your mind but it will blow up something else 
12140,why s this kid throwing coins the reason won t blow your mind but it will blow up something else 
12141,wittiness cute animals and some real talk walk into the internet 
12142,real talk maybe this orangutan wouldn t look so sad if we would just stop wrecking her home 
12143,don t miss this pitch perfect bitingly funny parody of lorde s royals 
12144,they re giving kids around the world some interesting tools let s see what they build 
12145,we need to talk about something really awkward it involves sex but isn t about that exactly 
12146,we need to talk about something really awkward it involves sex but isn t about that exactly 
12147, non white actresses show up to an audition i think we know where this is going 
12148, actresses burn hollywood with fantastic parody call it revenge of the sassy sidekicks 
12149,this comedic parody about typecasting is so sharp you might need a band aid 
12150,we need to talk about something really awkward it involves sex but isn t about that exactly 
12151,we need to talk about something really awkward it involves sex but isn t about that exactly 
12152,we need to talk about something really awkward it involves sex but isn t about that exactly 
12153,we need to talk about something really awkward it involves sex but isn t about that exactly 
12154,a funny commercial that actually respects women oh except the tagline at the end 
12155,a funny commercial that actually respects women oh except the tagline at the end 
12156,a year old quote from a self help guru suggests we all act more like horses makes sense 
12157,a year old quote from a self help guru suggests we all act more like horses makes sense 
12158,a year old quote from a self help guru suggests we all act more like horses makes sense 
12159,a year old quote from a self help guru suggests we all act more like horses makes sense 
12160,a year old quote from a self help guru suggests we all act more like horses makes sense jl a 
12161,a year old quote from a self help guru suggests we all act more like horses makes sense jl b 
12162,being a dad of a daughter is hard enough without the dumb caveman voices screaming inside his head 
12163,a dad s caveman brain isn t very helpful to his daughter until he says that last part 
12164,economist paul krugman lays out the basics of why everybody s in a world of hurt except for the 
12165,a dad gets a standing ovation for what he says to boys who want to date his daughter well played 
12166,a dad gets a standing ovation for what he says to boys who want to date his daughter well played 
12167,some folks want to keep a bit of history intact and they could really used a hand right now 
12168,got a great idea you know longer have to live in hollywood to see it happen 
12169,a minute reason to reach for tap water instead of a vitamin water 
12170,a minute reason to reach for the tap instead of a vitamin water 
12171,after these minutes i m reaching for tap water instead 
12172,a minute reason to reach for tap water instead of whatever you just bought at the soda machine 
12173,a pretty darn convincing reason to reach for tap water instead of whatever else you re thirsty for 
12174,a minute reason to reach for tap water instead of an energy drink 
12175,let s have the sexuality talk and clear things up 
12176,john oliver grills the old head of most secretive government agency ever well done 
12177,let s have the sexuality talk and clear things up 
12178,john oliver grills the old head of most secretive government agency ever well done 
12179,john oliver grills the old head of most secretive government agency ever well done 
12180,john oliver grills the old head of most secretive government agency ever well done 
12181,john oliver grills the old head of most secretive government agency ever well done 
12182,john oliver grills the old head of most secretive government agency ever well done 
12183,john oliver grills the old head of most secretive government agency ever well done 
12184,a comedian grills the old head of most secretive government agency ever well done 
12185,a comedian interrogates the dude who used to be in charge of spying on you guess who wins 
12186,we can t tackle racism in sports without talking about one huge racist thing across all of them 
12187,we can t tackle racism in sports without talking about one huge racist thing across all of them 
12188,we can t tackle racism in sports without talking about one huge racist thing across all of them 
12189,we can t tackle racism in sports without talking about one huge racist thing across all of them 
12190,we can t tackle racism in sports without talking about one huge racist thing across all of them 
12191,i m not racist you re not racist so what s there to talk about 
12192,traditional media gets the conversation on race all wrong and here s what we can do to help fix it 
12193,racism is already ugly but what if it exists in places you didn t expect 
12194,why the way the media talks about racism is making it really hard to end racism 
12195,jon stewart of america meets the jon stewart of egypt and hilarity ensues 
12196,let s have the sexuality talk and clear things up 
12197,usually art is all about those in power not for one amazing painter 
12198,one man had a plan for his art and it wasn t to hang in some millionaire s sitting room 
12199,the words blue collar and art don t usually go together for one man they really did 
12200,now that s the kind of art i want hanging in my living room the kind that celebrates working folks 
12201,do you usually just throw these away this girl wishes you couldn t buy em in the first place 
12202,a law professor s brilliant plan turns the tables on corrupt politicians 
12203,as it turns out you don t have to be a deranged billionaire to get a super pac 
12204,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12205,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12206,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12207,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12208,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12209,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12210,sleazy billionaires trying to buy us elections are about to get a taste of their own medicine 
12211,her girlfriend never tells her how her day went there s a good reason for that 
12212,how many people do you know who are not straight or gay more then you think 
12213,how many people do you know who are not straight or gay more then you think 
12214,how many people do you know who are not straight or gay more then you think 
12215,if i could go back in time and ask these doctors one thing the only question i d have is why 
12216,over years autism has grown and a doctor has some things to say about that 
12217,over years autism has grown and a doctor has some things to say about that 
12218,the autism debate is controversial but only if you don t listen to the facts here s all the facts 
12219,you thought you were uncomfortable in your own skin as a teenager meet melissa 
12220,meet the elizabeth warren of technology spoiler she s rad 
12221,what one boy wishes everyone would stop calling him you d probably call him that too 
12222,airbrushing these real women are celebrating their real bodies 
12223,more than million dollars are going into this year old american movement have we won yet 
12224,despite what some economists say manufactured self loathing will not revitalize our job sector 
12225,our lives are longer than they ve ever been but are they healthier 
12226,this beautiful ham will never make it to your dinner table the reason why is just plain ridiculous 
12227,these dudes dance around the subject but still manage to make their point about drugs 
12228,a war destroyed their community weirdly enough that made them dance 
12229,did these dudes just win a dance off with the law 
12230,is a bowl soup worth extinction of an entire species 
12231,who is disappearing from coral reefs at a rate of million a year 
12232,let s have the sexuality talk and clear things up 
12233,sexuality is ever changing and you re always right in how you feel 
12234,sexuality can change any time in life so here s some instructions to help at any time 
12235,let s have the sexuality talk and clear things up 
12236,psst let s have talk and discover some rules of sexuality 
12237,when other countries won t send journalists to syria syrian citizens have to do it themselves 
12238,a comic points out the absurdity of a famous fantasy film for not including a certain kind of actor 
12239,the one where sexy idea sex made happy little babies and saved the world 
12240,the one where sexy idea sex made happy little babies and saved the world 
12241,watching this video is like having sex with like a million people but not that kind of sex 
12242,watching this video is like having sex with like a million people but not that kind of sex 
12243,how long must a woman wait for an abortion in your state 
12244,the way we run our schools is terribly out of date and this video proves it 
12245,we all know our buzzing friends are in danger what can you do to help keep them around 
12246,watermelon is delicious it s pollinated by bees bees are dying off see where this is going 
12247,want to keep eating fruits and veggies better help keep these fellas around 
12248,it s hard to look adorable and powerful at the same time these girls nail it 
12249,think it s impossible to empower girls with dresses makeovers and selfies think again 
12250, child makeovers that will make you proud to be a woman 
12251,when girls taking grown up pictures can actually be a good thing 
12252,these girls took grown up pictures and the results are pretty inspiring 
12253,these girls took grown up pictures and the results are pretty inspiring 
12254,these girls took grown up pictures and the results are pretty inspiring 
12255,these hippies flipping in a field prove that science doesn t bore people boring people bore people 
12256,what better way to watch the s turn into the s than in a hippie dance party about science 
12257,understand protein synthesis with killer flute solos and scantily clad hippies rolling in a field 
12258,watch hippies take the building blocks of life seriously while dancing with balloons on their heads 
12259,maybe these trees aren t what they were but wow they ll still sing in the hands of an artist 
12260,how much effect could one kid possibly have on the course of the planet uh a lot 
12261,the only way to tackle this issue is to stop telling ourselves it s a lost cause 
12262,we always say psh future generations will deal with that issue news flash the future is here 
12263,one trip to a place that will have disappeared in years and his life was changed forever 
12264,a nutritionist telling it like it is people won t eat healthy food unless it tastes good 
12265,do gooders dragged out for trying to save the internet next time they should hire lobbyists 
12266,why would a hugely successful author admit he only got success because of luck because it s true 
12267, when words like success and luck get new meanings it can dramatically change how the world works 
12268,remove hand from back and stop patting your success came from luck not talent 
12269,i know you already realize that the system is broken but the internet needs you to see the evidence 
12270,i know you already realize that the system is broken but the internet needs you to see the evidence 
12271,i know you already realize that the system is broken but the internet needs you to see the evidence 
12272,i know you already realize that the system is broken but the internet needs you to see the evidence 
12273,i absolutely love sex but if you don t that s totally cool and totally normal 
12274,i m no supreme court expert but i kinda think you shouldn t be able to pay for this 
12275,every big idea deserves to be challenged here s one that s getting exactly that 
12276,how a couple from middle america became a national sensation and a target for criticism 
12277,an exciting new technology that s drawing both fervor and fire from all over the country 
12278,what s in a name according to the food industry not that much 
12279,the before and after from these google images are going to be preeeetty freaky 
12280,the before and after from these google images are going to be preeeetty freaky 
12281,kids will be kids but prosecuted as adults take a look at the system making it so 
12282,the before and after from these google images are going to be preeeetty freaky 
12283,if hindsight is hopefully we can see that this was just plain wrong 
12284, living breathing wonders of the world that are thankfully still living and breathing 
12285,they made a mistake when they were kids and now will never get to vote and about that job thing 
12286,it s not a revolution if you can t dance to it 
12287,we spent an afternoon in the virtual record stacks and made these playlists for you 
12288,if you ve ever wondered what we listened to in our offices the wait is over 
12289,we tore through some virtual record stacks and made playlists that ll get you through the summer 
12290,that one time when a chef cooked a complete meal on the sidewalk because it was so hot outside 
12291,that one time when a chef cooked a complete meal on the sidewalk because it was so hot outside 
12292,that one time when a chef cooked a complete meal on the sidewalk because it was so hot outside 
12293,that one time when a chef cooked a complete meal on the sidewalk because it was so hot outside 
12294,that one time when a chef cooked a complete meal on the sidewalk because it was so hot outside 
12295,sick of macklemore but looking for some feel good tunes we ve got you covered 
12296,sick of songs about boobs how bout some songs about changing the f world 
12297,in what world is it ok to see flames when you re at the playground with your kids 
12298,the science of blue light and why you maybe can t sleep at night 
12299,haven t classic children s stories always been about more than what they re about 
12300, living breathing wonders of the world that are thankfully still living and breathing 
12301, living breathing wonders of the world that are thankfully still living and breathing 
12302, living breathing wonders of the world that are thankfully still living and breathing 
12303, living breathing wonders of the world that are thankfully still living and breathing 
12304, living breathing wonders of the world that are thankfully still living and breathing 
12305,a quick and spot on tip to anyone trying to pick someone up 
12306,watching these seniors try the facebook something for the first time the best ever 
12307,honk if you love saving billion gallons of fuel a year yes billion 
12308,these elderly folks were just schooled by a bunch of teens and it s about time 
12309,how much do you think about eating not the food part the food from plate to face part 
12310,ready for a spoon to make your day 
12311,a thin white model says she s not represented in the media am i the only one confused 
12312,she s won t hide what makes her different she d rather splash it on the cover of a magazine 
12313,she never saw models who looked like her so she changed it by becoming one herself 
12314,kids today always joining together into coalitions and making institutional change typical 
12315,things would be better if only powerful people listened to you right well here s your chance 
12316,instead of learning how boring real life could get for all of us change the way real life works 
12317,so we found diamonds in india huh sorta like how columbus found america 
12318,they re calling this invisible scars sounds accurate 
12319,now your trip to the supermarket can be a straight up mission 
12320, these top make over billion a year so who s the boss of them 
12321,congress silenced her but jon stewart gave her a seriously long extended interview 
12322,congress silenced her but jon stewart gave her a seriously long extended interview 
12323,congress silenced her but jon stewart gave her a seriously long extended interview 
12324,congress silenced her but jon stewart gave her a seriously long extended interview 
12325,eating we do it everyday here s how to do it a whole lot better 
12326,here s how the media should be talking about fat people but don t have the courage to 
12327,congress silenced anita hill but jon stewart gave her a seriously long extended interview 
12328,congress silenced her so jon stewart let her speak as long as she darn well pleases 
12329,congress silenced her so jon stewart let her have the floor for as long as she wanted 
12330,a lovely young lady sings her heart out about autism 
12331,why would someone on welfare have an iphone 
12332,why would someone on food stamps have an iphone 
12333,measles are marching back into our lives and here s a real reason why 
12334,measles are marching back into our lives and anti vaccinators are the real reason why 
12335,look around and you only see mom on father s day this is for you 
12336,happy dad s day hug your dad if he s around hug your mom if he s not 
12337,she was sexually assaulted she didn t call it that though why not 
12338,she was sexually assaulted she didn t call it that though why not 
12339,she was sexually assaulted she didn t call it that though why not 
12340,finger penetration when she wasn t expecting it is that rape yes 
12341,finger penetration when she wasn t expecting it is that rape yes 
12342,finger penetration when she wasn t expecting it is that rape yes 
12343,what their families went through is beyond horrifying now they want someone to answer for it 
12344,that feeling when someone else reaps the benefits of your hard work remember it as you watch this 
12345,a year old crime is back in the spotlight and an apology just won t do 
12346,subtract distance and everyone is a neighbor right 
12347,a new city filled with hope and about lbs in canvas 
12348,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12349,once this tv star stopped caring what other people thought of her she stopped being ashamed 
12350,way too many people will relate to the stats on this graphic 
12351,when the worst stuff happens sometimes it feels like it will never end 
12352,the nfl would never let this super bowl ad air so we re gonna show you it because racism is real 
12353,this year old pedophile has never gone near a child and he needs you to hear his story 
12354,this year old pedophile has never gone near a child and he needs you to hear his story 
12355,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12356,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12357,this year old pedophile would never go near a child and he needs you to hear his story 
12358,this year old pedophile has never gone near a child and he needs you to hear his story 
12359,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12360,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12361,the most honest and awful corporate ad i have ever laid my eyes on no they aren t drunk i swear 
12362,this year old pedophile would never go near a child and he needs you to hear his story 
12363,a man falls down and cries for help twice the second time my jaw drops 
12364,a man falls down and cries for help twice the second time my jaw drops 
12365,a man falls down and cries for help twice the second time my jaw drops 
12366,aids has killed almost million people but i bet you ve never heard the real origin story 
12367,aids has killed almost million people but i bet you ve never heard the real origin story 
12368,aids has killed almost million people but i bet you ve never heard the real origin story 
12369,aids has killed almost million people but i bet you ve never heard the real origin story 
12370,her girlfriend never tells her how her day went you wouldn t either if you saw what she did 
12371,this year old pedophile has never gone near a child and he needs you to hear his story 
12372,a comedian tears apart a classic anti gay argument in a hilarious minute rant 
12373,the nfl would never let this super bowl ad air so we re gonna show you it because racism is real 
12374,a woman shares her day through google glass it seems lovely and ordinary until the end 
12375,a man falls down and cries for help twice the second time my jaw drops 
12376,a woman interjects when colbert comments on gang violence and tells him the proper way to interrupt 
12377,emma stone s great interruption of spider man co star andrew garfield s sexism tinged comment 
12378,oscar winner lupita nyong o s speech on beauty that left an entire audience speechless 
12379,oscar winner lupita nyong o s speech on beauty that left an entire audience speechless 
12380,no one applauds this woman because they re too creeped out at themselves to put their hands together 
12381,how china deals with internet addicted teens is kind of shocking and maybe a good idea 
12382,oscar winner lupita nyong o s speech on beauty that left an entire audience speechless 
12383,oscar winner lupita nyong o s speech on beauty that left an entire audience speechless 
12384,this year old pedophile has never gone near a child and he needs you to hear his story 
12385,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12386,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12387,oscar winner lupita nyong o s speech on beauty that left an entire audience speechless 
12388,emma stone s great interruption of spider man co star andrew garfield s sexism tinged comment 
12389,a comedian proves that not laughing at race jokes is funnier than race jokes 
12390,she wants to look like her mom what that means might make you wince 
12391,if barbie dolls could talk they d tell you that they would have to walk on all fours 
12392,if you re thinking of having kids anytime ever this pie chart might make you stop and go wtf 
12393,her th birthday was the first time she said she didn t want to live she left on his st 
12394,in the last years of the mass murderers in the u s all had thing in common 
12395,her girlfriend never tells her how her day went i wouldn t either if this was how my days ended 
12396,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12397,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12398,this year old pedophile has never gone near a child and he needs you to hear his story 
12399,men you may never be in a woman s body but this film puts you there for seconds 
12400,wow i didn t realize that my vagina had a shelf life until now 
12401,a man has revolutionized sanitary pads for women in india by thinking like a woman 
12402,if you re thinking of having kids anytime ever this pie chart might make you stop and go wtf 
12403,her girlfriend never tells her how her day went there s a good reason for that 
12404,emma stone s great interruption of spider man co star andrew garfield s sexism tinged comment 
12405,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12406,the most honest and evil company ad i have ever laid my eyes on also the rudest 
12407,the before and after from these google images are going to be preeeetty freaky 
12408,out of the world s most dangerous animals i bet you re most afraid of the safest ones 
12409,hiv has killed almost million people but i bet you ve never heard the real origin story 
12410,this year old pedophile has never gone near a child and he needs you to hear his story 
12411,men you may never be in a woman s body but this film puts you there for seconds 
12412,watch a powerful twist happen as this girl grows up a second a day 
12413,a comedian proves that not laughing at race jokes is funnier than race jokes 
12414,this is what happens when parents love their children unconditionally 
12415,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12416,watch a powerful twist happen as this girl grows up a second a day 
12417,a little girl uses a ton of marijuana for a really good reason she might make you cry too 
12418,some kids of gay parents tell us their secrets and they re adorable 
12419,men you may never be in a woman s body but this film puts you there for seconds 
12420,this year old pedophile has never gone near a child and he needs you to hear his story 
12421,men you may never be in a woman s body but this film puts you there for seconds 
12422,a guy hits on a woman at a bus stop and rejection never sounded so sweet 
12423,she didn t think gay people made her uncomfortable but anderson cooper cleared that right up 
12424,she didn t think gay people made her uncomfortable but anderson cooper cleared that right up 
12425,this year old pedophile has never gone near a child and he needs you to hear his story 
12426,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12427,if you re thinking of having kids anytime ever this pie chart might make you stop and go wtf 
12428,russia s anti gay policies don t stand a chance against this guy 
12429,see a comedian tear apart all the most hypocritical anti gay arguments in a hilariously vicious rant 
12430,her girlfriend never tells her how her day went there s a really good reason for that 
12431,her th birthday was the first time she said she didn t want to live she left on his st 
12432,if all you know about twerking is miley cyrus do history a favor and watch these women 
12433,a year old girl uses a ton of marijuana for a really good reason and maybe makes you cry 
12434,he made an app to change the world only to realize that it makes things worse so much worse 
12435,the cost of being a trendy eater hurts a lot more people than the whole foods crowd may realize 
12436,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12437,she didn t think gay people made her uncomfortable but anderson cooper cleared that right up 
12438,if barbie dolls could talk they d tell you that they would have to walk on all fours 
12439,she has experienced so much hate because of who she married you d think he was a monster 
12440,this year old pedophile has never gone near a child and he needs you to hear his story 
12441,a little girl uses a ton of marijuana for a really good reason and maybe makes you cry 
12442,a northern teen eats his first delicious meal in the south he gets a slap in the face for dessert 
12443,if cliven bundy was anything but white he d be in prison right now or worse 
12444, ladies get the cover model makeover of their dreams and then hate the results 
12445,if we women have to go to these lengths to preserve our virginity then just label me a hoe 
12446,a handsome actor explains a problem a hilarious comedian explains how to fix it the american way 
12447,in the last years of the mass murderers in the u s all had thing in common 
12448,he falls down and cries for help twice what the bystanders do will make you think twice 
12449,a comedian proves that not laughing at race jokes is funnier than race jokes 
12450,he made an app to change the world only to realize that it makes things worse so much worse 
12451,this year old pedophile has never gone near a child and he needs you to hear his story 
12452,if you re thinking of having kids anytime ever this pie chart might make you stop and go wtf 
12453,disney introduces a gay couple on a kids show confusing children everywhere wait no 
12454,oscar winner lupita nyong o s speech on beauty that left an entire audience speechless 
12455,you know those models with unrealistic bodies ellen had one on her show yep totally impossible 
12456,the awkward times experts shut down news anchors by being experts 
12457,a comedian proves that not laughing at race jokes is funnier than race jokes 
12458, years ago the u s made a horrible decision a powerful animation remembers that 
12459,the cops called it a lovers quarrel she took polaroids and proved them wrong 
12460,the most honest and awful corporate ad i have ever laid my eyes on no they aren t drunk i swear 
12461,this is what happens when parents love their children unconditionally tears 
12462,he made an app to change the world only to realize that it makes things worse so much worse 
12463,ellen katy perry and a hockey player walk into a commercial and destroy a silly argument 
12464,when i was a kid an ad aired on tv that i didn t fully get now i want us all to watch it again 
12465,ellen page discusses her coming out experience with ellen degeneres in a remarkable segment 
12466,she has experienced so much hate because of who she married you d think he was a monster 
12467, pretty shocking facts that make things harder for every woman you have ever met 
12468,daughters are pledging their virginity to their fathers like it s no big deal 
12469,these girls took grown up pictures and the results are pretty inspiring 
12470,he made an app to change the world only to realize that it makes things worse so much worse 
12471, pretty shocking facts that make things harder for every woman you have ever met 
12472,what it looks like when we judge people at first glance 
12473,she didn t think gay people made her uncomfortable but anderson cooper cleared that right up 
12474,that all too common compliment is actually an insult in disguise 
12475,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12476,the perfect reason to give a year old some marijuana is far more inspiring than you d think 
12477,the law no lawyer or judge will tell you about that could get you kicked off a jury 
12478,never before have i laughed so hard at one guy s non attempt to save the planet 
12479,her girlfriend never tells her how her day went you wouldn t either unless medically required 
12480,this is a story about what happens when parents love and accept their children unconditionally 
12481,scientists have finally discovered the origin of hiv spoiler alert it s riveting 
12482,this year old pedophile has never gone near a child and he needs you to hear his story 
12483,the awkward times experts shut down news anchors by being experts 
12484, pretty shocking facts that make things harder for every woman you have ever met 
12485,next time you want to smash some sexist fairy tale tropes remember this witty cartoon 
12486,watch ellen page and ellen degeneres discuss coming out and being gay in this touching clip 
12487,a man has revolutionized sanitary pads for women in india by thinking like a woman 
12488,you know the stereotypes about old conservative white guys yea don t judge a book by it s cover 
12489,being a tough guy is exhausting when you hear this actor explain it it totally makes sense 
12490,she didn t think gay people made her uncomfortable but anderson cooper cleared that right up 
12491,this boys parents didn t know he d commit a crime as a child so what are they to do now 
12492,these offensive words are said every day and they are taught to young children 
12493,these offensive words are said every day and they are taught to young children 
12494,my favorite ellens get together to discuss coming out and being gay they don t disappoint 
12495,disney introduces a gay couple on a kids show confusing children everywhere wait no 
12496,a dangerous disease is on the rise and these wildly intelligent teens are here to explain why 
12497,that all too common compliment is actually an insult in disguise 
12498,what if coke told the truth in their ads it would look something like this and they d go bankrupt 
12499,a comedian proves that not laughing at race jokes is funnier than race jokes 
12500,never before have i laughed so hard at one guy s non attempt to save the planet 
12501,the cops called it a lovers quarrel she took polaroids and proved them wrong 
12502,there are words you can t use at gm and john oliver took the funniest ones to make a brilliant ad 
12503,watch a hilarious actress shut down people s body shaming comments about her outfits 
12504, minutes and seconds is all this guy needs to give you goosebumps lots and lots of goosebumps 
12505,google has a funny way of erasing all of the moments in women s history with just letters 
12506,would you stop and say something if you heard somebody utter these words in front of you 
12507,if you are a dad i dare you not to get eye water watching this 
12508,in the last years of the mass murderers in the u s all had thing in common 
12509,if barbie dolls could talk they d tell you that they would have to walk on all fours 
12510,this kid s dad just died now all he can think about is whose life flashed before his eyes 
12511,they didn t think they were homophobic but anderson cooper was kind enough to clear that up 
12512,his dad just died and all he can think about is whose life flashed before his eyes 
12513,a handsome actor explains a problem a hilarious comedian explains how to fix it the american way 
12514,by the time he counts down to you ll probably have goosebumps lots and lots of goosebumps 
12515,if you are a dad i dare you not to get eye water watching this 
12516,watch a hilarious actress shut down people s body shaming comments about her outfits 
12517,disney introduces a gay couple on a kids show confusing children everywhere wait no 
12518,the awkward times experts shut down news anchors by being experts 
12519,what on earth are purity balls and why are american fathers doing it to their daughters 
12520,a funny commercial that actually respects women oh except the tagline at the end 
12521,if you are a dad i dare you not to get eye water watching this 
12522, pretty shocking facts that make things harder for every woman you have ever met 
12523,she has experienced so much hate because of who she married you d think he was a monster 
12524,that all too common compliment is actually an insult in disguise 
12525,her girlfriend never tells her how her day went there s a good reason for that 
12526,russia s already won a gold medal in the darkest part of the sochi olympic games 
12527,the most honest and awful corporate ad i have ever laid my eyes on no they aren t drunk i swear 
12528,the most honest and awful corporate ad i have ever laid my eyes on no they aren t drunk i swear 
12529,he made an app to change the world only to realize that it makes things worse so much worse 
12530,a dad gets a standing ovation for what he says to boys who want to date his daughter well played 
12531,a dad gets a standing ovation for what he says to boys who want to date his daughter well played 
12532, ladies get the cover model makeover of their dreams but aren t happy with the results 
12533,her girlfriend never tells her how her day went it s hard enough without reliving daily tragedy 
12534,what on earth are purity balls and why are american fathers doing it to their daughters 
12535,did a famous guy just tell a whole ivy league school to take it down a notch with their entitlement 
12536,they didn t think they were homophobic but anderson cooper was kind enough to clear that up 
12537,russia s anti gay policies don t stand a chance against this guy 
12538,over years ago the u s made a horrible decision a powerful animation remembers that 
12539,a funny commercial that actually respects women oh except the tagline at the end 
12540,i missed this episode of oprah about racism because i was in first grade in luckily youtube 
12541,the most honest and awful corporate ad i have ever laid my eyes on no they aren t drunk i swear 
12542,the most honest and awful corporate ad i have ever laid my eyes on no they aren t drunk i swear 
12543,a comedian proves that not laughing at race jokes is funnier than race jokes 
12544,seeing a chimpanzee mourn his best friend makes me believe chimps are like people 
12545,they didn t think they were homophobic but anderson cooper was kind enough to clear that up 
12546,there are words you can t use at gm and john oliver took the funniest ones to make a brilliant ad 
12547,seeing a chimpanzee mourn his best friend makes me believe chimps are like people 
12548, minutes and seconds is all this kid needs to give you goosebumps lots and lots of goosebumps 
12549,if all you know about twerking is miley cyrus do history a favor and watch these women 
12550,the most honest and evil company ad i have ever laid my eyes on also the rudest 
12551,john oliver goes off on an epic fact checked mic dropping rant for minutes that you need to see 
12552,these girls took grown up pictures and the results are pretty inspiring 
12553,her th birthday was the first time she said she didn t want to live she left on his st 
12554,john oliver goes off on an epic fact checked rant for minutes that is a total must watch 
12555,they didn t think they were homophobic but anderson cooper was kind enough to clear that up 
12556,the most honest and evil company ad i have ever laid my eyes on also the rudest 
12557,being a tough guy is exhausting when you hear this actor explain it it totally makes sense 
12558,know that really catchy song home here s the most heart breaking cover of it ever 
12559,a powerful photo series shows nine people spilling their illegal secrets 
12560,over years ago the u s made a horrible decision a powerful animation remembers that 
12561, pretty shocking facts that make things harder for every woman you have ever met 
12562,did a famous guy just tell a whole ivy league school to take it down a notch with their entitlement 
12563,the awkward times experts shut down news anchors by being experts 
12564,what on earth are purity balls and why are american fathers doing it to their daughters 
12565,when you hear someone say americans are lazy smack them with a printout of this right here 
12566,i didn t know that the saying keep it right keep it tight didn t include people over 
12567,there are words you can t use at gm and john oliver took the funniest ones to make a brilliant ad 
12568,a northern teen eats his first delicious meal in the south he gets a slap in the face for dessert 
12569,will an adorable toddler finally be enough to guilt us into dropping this dumb habit 
12570,pretty much all dads think this they are usually smart enough not to say it in public 
12571,google has a funny way of erasing all of the moments in women s history with just letters 
12572,kids of gay parents tell us some secrets and they re adorable 
12573,some dude told her he doesn t want to hear her feminist rants 
12574,my favorite comedian takes a stab at the piece of clothing we ve all thought needed a name change 
12575,what s it like to come out as gay when you re super famous two celebrities discuss 
12576,disney introduces a gay couple on a kids show confusing children everywhere wait no 
12577,if you are a dad i dare you not to get eye water watching this 
12578,if you are a dad i dare you not to get eye water watching this 
12579,at first he just seems like a lone crazy person but then the camera zooms out 
12580,a nurse uses his special gift to help patients cope with pain 
12581,this dad has a message to the boys who want to date his daughter addendum also the girls 
12582,if you ever wondered what people who don t believe in god actually believe you should watch this 
12583,the jaw dropping prison pipeline no one talks about 
12584, pretty shocking facts that make things harder for every woman you have ever met 
12585,when you hear someone say americans are lazy smack them with a printout of this right here 
12586,a little girl uses a ton of marijuana for a really good reason great where s the kleenex 
12587,this dad has a message to the boys who want to date his daughter addendum also the girls 
12588,this dad has a message to the boys who want to date his daughter addendum also the girls 
12589,if you are a dad i dare you not to get eye water watching this 
12590,a councilman spectacularly reverses his anti lgbt bill after a transgender woman quotes the bible 
12591,a man has revolutionized sanitary pads for women in india by thinking like a woman 
12592,a councilman spectacularly reverses his anti lgbt bill after a transgender woman quotes the bible 
12593,a guy killed some people because he couldn t get a date and twitter responded in a massive way 
12594,over years ago the u s made a horrible decision a powerful animation remembers that 
12595,they can t control where they sleep and what they do all day but peace of mind totally possible 
12596,if you are a dad i dare you not to get eye water watching this 
12597,he made an app to change the world only to realize that it makes things worse so much worse 
12598,that all too common compliment is actually an insult in disguise 
12599,are you gay here s a bunch of science facts about it to help you check 
